pot.label,census,calendar.date,rep,within.rep,density,treatment,species,researcher.inititals,number.of.plants,height.cm,number.of.leaves,final.mass.above,final.mass.below
55,1,,7,2,20,noshade,Salvia colombriae,,,,,,
55,1,,7,3,20,noshade,Salvia colombriae,,,,,,
56,1,,8,1,20,noshade,Salvia colombriae,,2,29,4,,
56,1,,8,2,20,noshade,Salvia colombriae,,2,16,4,,
56,1,,8,3,20,noshade,Salvia colombriae,,,,,,
57,1,,9,1,20,noshade,Salvia colombriae,,6,20,4,,
57,1,,9,2,20,noshade,Salvia colombriae,,6,17,4,,
57,1,,9,3,20,noshade,Salvia colombriae,,6,14,2,,
58,1,,10,1,20,noshade,Salvia colombriae,,2,20,4,,
58,1,,10,2,20,noshade,Salvia colombriae,,2,27,4,,
58,1,,10,3,20,noshade,Salvia colombriae,,,,,,
59,1,,11,1,20,noshade,Salvia colombriae,,6,10,2,,
59,1,,11,2,20,noshade,Salvia colombriae,,6,21,4,,
59,1,,11,3,20,noshade,Salvia colombriae,,6,18,4,,
60,1,,12,1,20,noshade,Salvia colombriae,,14,29,6,,
60,1,,12,2,20,noshade,Salvia colombriae,,14,19,4,,
60,1,,12,3,20,noshade,Salvia colombriae,,14,17,5,,
61,1,,1,1,1,noshade,Phacelia tanacetifolia,,0,,,,
62,1,,2,1,1,noshade,Phacelia tanacetifolia,,0,,,,
63,1,,3,1,1,noshade,Phacelia tanacetifolia,,0,,,,
64,1,,4,1,1,noshade,Phacelia tanacetifolia,,0,,,,
65,1,,5,1,1,noshade,Phacelia tanacetifolia,,0,,,,
66,1,,6,1,1,noshade,Phacelia tanacetifolia,,0,,,,
67,1,,7,1,1,noshade,Phacelia tanacetifolia,,1,80,4,,
68,1,,8,1,1,noshade,Phacelia tanacetifolia,,0,,,,
69,1,,9,1,1,noshade,Phacelia tanacetifolia,,0,,,,
70,1,,10,1,1,noshade,Phacelia tanacetifolia,,0,,,,
71,1,,11,1,1,noshade,Phacelia tanacetifolia,,0,,,,
72,1,,12,1,1,noshade,Phacelia tanacetifolia,,0,,,,
73,1,,1,1,2,noshade,Phacelia tanacetifolia,,0,,,,
73,1,,1,2,2,noshade,Phacelia tanacetifolia,,,,,,
74,1,,2,1,2,noshade,Phacelia tanacetifolia,,0,,,,
74,1,,2,2,2,noshade,Phacelia tanacetifolia,,,,,,
75,1,,3,1,2,noshade,Phacelia tanacetifolia,,0,,,,
75,1,,3,2,2,noshade,Phacelia tanacetifolia,,,,,,
76,1,,4,1,2,noshade,Phacelia tanacetifolia,,0,,,,
76,1,,4,2,2,noshade,Phacelia tanacetifolia,,,,,,
77,1,,5,1,2,noshade,Phacelia tanacetifolia,,0,,,,
77,1,,5,2,2,noshade,Phacelia tanacetifolia,,,,,,
78,1,,6,1,2,noshade,Phacelia tanacetifolia,,1,81,4,,
78,1,,6,2,2,noshade,Phacelia tanacetifolia,,,,,,
79,1,,7,1,2,noshade,Phacelia tanacetifolia,,0,,,,
79,1,,7,2,2,noshade,Phacelia tanacetifolia,,,,,,
80,1,,8,1,2,noshade,Phacelia tanacetifolia,,0,,,,
80,1,,8,2,2,noshade,Phacelia tanacetifolia,,,,,,
81,1,,9,1,2,noshade,Phacelia tanacetifolia,,1,79,4,,
81,1,,9,2,2,noshade,Phacelia tanacetifolia,,,,,,
82,1,,10,1,2,noshade,Phacelia tanacetifolia,,0,,,,
82,1,,10,2,2,noshade,Phacelia tanacetifolia,,,,,,
83,1,,11,1,2,noshade,Phacelia tanacetifolia,,1,79,4,,
83,1,,11,2,2,noshade,Phacelia tanacetifolia,,,,,,
84,1,,12,1,2,noshade,Phacelia tanacetifolia,,0,,,,
84,1,,12,2,2,noshade,Phacelia tanacetifolia,,,,,,
85,1,,1,1,5,noshade,Phacelia tanacetifolia,,2,88,4,,
85,1,,1,2,5,noshade,Phacelia tanacetifolia,,2,72,6,,
85,1,,1,3,5,noshade,Phacelia tanacetifolia,,,,,,
86,1,,2,1,5,noshade,Phacelia tanacetifolia,,1,64,2,,
86,1,,2,2,5,noshade,Phacelia tanacetifolia,,,,,,
86,1,,2,3,5,noshade,Phacelia tanacetifolia,,,,,,
87,1,,3,1,5,noshade,Phacelia tanacetifolia,,3,95,4,,
87,1,,3,2,5,noshade,Phacelia tanacetifolia,,3,103,4,,
87,1,,3,3,5,noshade,Phacelia tanacetifolia,,3,104,4,,
88,1,,4,1,5,noshade,Phacelia tanacetifolia,,0,,,,
88,1,,4,2,5,noshade,Phacelia tanacetifolia,,,,,,
88,1,,4,3,5,noshade,Phacelia tanacetifolia,,,,,,
89,1,,5,1,5,noshade,Phacelia tanacetifolia,,0,,,,
89,1,,5,2,5,noshade,Phacelia tanacetifolia,,,,,,
89,1,,5,3,5,noshade,Phacelia tanacetifolia,,,,,,
90,1,,6,1,5,noshade,Phacelia tanacetifolia,,1,92,4,,
90,1,,6,2,5,noshade,Phacelia tanacetifolia,,,,,,
90,1,,6,3,5,noshade,Phacelia tanacetifolia,,,,,,
91,1,,7,1,5,noshade,Phacelia tanacetifolia,,0,,,,
91,1,,7,2,5,noshade,Phacelia tanacetifolia,,,,,,
91,1,,7,3,5,noshade,Phacelia tanacetifolia,,,,,,
92,1,,8,1,5,noshade,Phacelia tanacetifolia,,0,,,,
92,1,,8,2,5,noshade,Phacelia tanacetifolia,,,,,,
92,1,,8,3,5,noshade,Phacelia tanacetifolia,,,,,,
93,1,,9,1,5,noshade,Phacelia tanacetifolia,,3,54,4,,
93,1,,9,2,5,noshade,Phacelia tanacetifolia,,3,30,4,,
93,1,,9,3,5,noshade,Phacelia tanacetifolia,,3,83,4,,
94,1,,10,1,5,noshade,Phacelia tanacetifolia,,0,,,,
94,1,,10,2,5,noshade,Phacelia tanacetifolia,,,,,,
94,1,,10,3,5,noshade,Phacelia tanacetifolia,,,,,,
95,1,,11,1,5,noshade,Phacelia tanacetifolia,,0,,,,
95,1,,11,2,5,noshade,Phacelia tanacetifolia,,,,,,
95,1,,11,3,5,noshade,Phacelia tanacetifolia,,,,,,
96,1,,12,1,5,noshade,Phacelia tanacetifolia,,1,78,4,,
96,1,,12,2,5,noshade,Phacelia tanacetifolia,,,,,,
96,1,,12,3,5,noshade,Phacelia tanacetifolia,,,,,,
97,1,,1,1,10,noshade,Phacelia tanacetifolia,,4,65,4,,
97,1,,1,2,10,noshade,Phacelia tanacetifolia,,4,76,4,,
97,1,,1,3,10,noshade,Phacelia tanacetifolia,,4,84,4,,
98,1,,2,1,10,noshade,Phacelia tanacetifolia,,3,81,4,,
98,1,,2,2,10,noshade,Phacelia tanacetifolia,,3,85,6,,
98,1,,2,3,10,noshade,Phacelia tanacetifolia,,3,79,4,,
99,1,,3,1,10,noshade,Phacelia tanacetifolia,,1,86,4,,
99,1,,3,2,10,noshade,Phacelia tanacetifolia,,,,,,
99,1,,3,3,10,noshade,Phacelia tanacetifolia,,,,,,
100,1,,4,1,10,noshade,Phacelia tanacetifolia,,1,69,2,,
100,1,,4,2,10,noshade,Phacelia tanacetifolia,,,,,,
100,1,,4,3,10,noshade,Phacelia tanacetifolia,,,,,,
101,1,,5,1,10,noshade,Phacelia tanacetifolia,,0,,,,
101,1,,5,2,10,noshade,Phacelia tanacetifolia,,,,,,
101,1,,5,3,10,noshade,Phacelia tanacetifolia,,,,,,
102,1,,6,1,10,noshade,Phacelia tanacetifolia,,3,52,4,,
102,1,,6,2,10,noshade,Phacelia tanacetifolia,,3,79,4,,
102,1,,6,3,10,noshade,Phacelia tanacetifolia,,3,70,4,,
103,1,,7,1,10,noshade,Phacelia tanacetifolia,,4,87,4,,
103,1,,7,2,10,noshade,Phacelia tanacetifolia,,4,78,4,,
103,1,,7,3,10,noshade,Phacelia tanacetifolia,,4,46,2,,
104,1,,8,1,10,noshade,Phacelia tanacetifolia,,3,95,4,,
104,1,,8,2,10,noshade,Phacelia tanacetifolia,,3,99,4,,
104,1,,8,3,10,noshade,Phacelia tanacetifolia,,3,99,4,,
105,1,,9,1,10,noshade,Phacelia tanacetifolia,,1,80,4,,
105,1,,9,2,10,noshade,Phacelia tanacetifolia,,,,,,
105,1,,9,3,10,noshade,Phacelia tanacetifolia,,,,,,
106,1,,10,1,10,noshade,Phacelia tanacetifolia,,0,,,,
106,1,,10,2,10,noshade,Phacelia tanacetifolia,,,,,,
106,1,,10,3,10,noshade,Phacelia tanacetifolia,,,,,,
107,1,,11,1,10,noshade,Phacelia tanacetifolia,,0,,,,
107,1,,11,2,10,noshade,Phacelia tanacetifolia,,,,,,
107,1,,11,3,10,noshade,Phacelia tanacetifolia,,,,,,
108,1,,12,1,10,noshade,Phacelia tanacetifolia,,1,77,4,,
108,1,,12,2,10,noshade,Phacelia tanacetifolia,,,,,,
108,1,,12,3,10,noshade,Phacelia tanacetifolia,,,,,,
109,1,,1,1,20,noshade,Phacelia tanacetifolia,,2,66,2,,
109,1,,1,2,20,noshade,Phacelia tanacetifolia,,2,91,5,,
109,1,,1,3,20,noshade,Phacelia tanacetifolia,,,,,,
110,1,,2,1,20,noshade,Phacelia tanacetifolia,,3,91,5,,
110,1,,2,2,20,noshade,Phacelia tanacetifolia,,3,112,6,,
110,1,,2,3,20,noshade,Phacelia tanacetifolia,,3,78,4,,
111,1,,3,1,20,noshade,Phacelia tanacetifolia,,7,39,4,,
111,1,,3,2,20,noshade,Phacelia tanacetifolia,,7,95,4,,
111,1,,3,3,20,noshade,Phacelia tanacetifolia,,7,111,7,,
112,1,,4,1,20,noshade,Phacelia tanacetifolia,,0,,,,
112,1,,4,2,20,noshade,Phacelia tanacetifolia,,,,,,
112,1,,4,3,20,noshade,Phacelia tanacetifolia,,,,,,
113,1,,5,1,20,noshade,Phacelia tanacetifolia,,3,66,4,,
113,1,,5,2,20,noshade,Phacelia tanacetifolia,,3,101,5,,
113,1,,5,3,20,noshade,Phacelia tanacetifolia,,3,64,4,,
114,1,,6,1,20,noshade,Phacelia tanacetifolia,,0,,,,
114,1,,6,2,20,noshade,Phacelia tanacetifolia,,,,,,
114,1,,6,3,20,noshade,Phacelia tanacetifolia,,,,,,
115,1,,7,1,20,noshade,Phacelia tanacetifolia,,0,,,,
115,1,,7,2,20,noshade,Phacelia tanacetifolia,,,,,,
115,1,,7,3,20,noshade,Phacelia tanacetifolia,,,,,,
116,1,,8,1,20,noshade,Phacelia tanacetifolia,,0,,,,
116,1,,8,2,20,noshade,Phacelia tanacetifolia,,,,,,
116,1,,8,3,20,noshade,Phacelia tanacetifolia,,,,,,
117,1,,9,1,20,noshade,Phacelia tanacetifolia,,2,81,6,,
117,1,,9,2,20,noshade,Phacelia tanacetifolia,,2,74,6,,
117,1,,9,3,20,noshade,Phacelia tanacetifolia,,,,,,
118,1,,10,1,20,noshade,Phacelia tanacetifolia,,0,,,,
118,1,,10,2,20,noshade,Phacelia tanacetifolia,,,,,,
118,1,,10,3,20,noshade,Phacelia tanacetifolia,,,,,,
119,1,,11,1,20,noshade,Phacelia tanacetifolia,,1,76,4,,
119,1,,11,2,20,noshade,Phacelia tanacetifolia,,,,,,
119,1,,11,3,20,noshade,Phacelia tanacetifolia,,,,,,
120,1,,12,1,20,noshade,Phacelia tanacetifolia,,2,84,6,,
120,1,,12,2,20,noshade,Phacelia tanacetifolia,,2,54,4,,
120,1,,12,3,20,noshade,Phacelia tanacetifolia,,,,,,
121,1,,1,1,1,noshade,Plantago insularis,,1,70,6,,
122,1,,2,1,1,noshade,Plantago insularis,,1,96,7,,
123,1,,3,1,1,noshade,Plantago insularis,,0,,,,
124,1,,4,1,1,noshade,Plantago insularis,,0,,,,
125,1,,5,1,1,noshade,Plantago insularis,,1,70,6,,
126,1,,6,1,1,noshade,Plantago insularis,,1,56,6,,
127,1,,7,1,1,noshade,Plantago insularis,,1,82,6,,
128,1,,8,1,1,noshade,Plantago insularis,,1,77,5,,
129,1,,9,1,1,noshade,Plantago insularis,,1,75,5,,
130,1,,10,1,1,noshade,Plantago insularis,,0,,,,
131,1,,11,1,1,noshade,Plantago insularis,,1,58,7,,
132,1,,12,1,1,noshade,Plantago insularis,,1,69,7,,
133,1,,1,1,2,noshade,Plantago insularis,,2,48,5,,
133,1,,1,2,2,noshade,Plantago insularis,,2,34,4,,
134,1,,2,1,2,noshade,Plantago insularis,,1,47,5,,
134,1,,2,2,2,noshade,Plantago insularis,,,,,,
135,1,,3,1,2,noshade,Plantago insularis,,2,61,6,,
135,1,,3,2,2,noshade,Plantago insularis,,2,78,6,,
136,1,,4,1,2,noshade,Plantago insularis,,2,,,"germinants < 5mm, cotyledons only",
136,1,,4,2,2,noshade,Plantago insularis,,2,,,,
137,1,,5,1,2,noshade,Plantago insularis,,2,64,6,,
137,1,,5,2,2,noshade,Plantago insularis,,2,69,6,,
138,1,,6,1,2,noshade,Plantago insularis,,0,,,,
138,1,,6,2,2,noshade,Plantago insularis,,,,,,
139,1,,7,1,2,noshade,Plantago insularis,,,,,,
139,1,,7,2,2,noshade,Plantago insularis,,2,63,6,,
140,1,,8,1,2,noshade,Plantago insularis,,2,73,6,,
140,1,,8,2,2,noshade,Plantago insularis,,2,59,6,,
141,1,,9,1,2,noshade,Plantago insularis,,2,95,6,,
141,1,,9,2,2,noshade,Plantago insularis,,2,71,6,,
142,1,,10,1,2,noshade,Plantago insularis,,0,,,,
142,1,,10,2,2,noshade,Plantago insularis,,2,44,4,,
143,1,,11,1,2,noshade,Plantago insularis,,2,59,6,,
143,1,,11,2,2,noshade,Plantago insularis,,0,,,,
144,1,,12,1,2,noshade,Plantago insularis,,2,78,6,,
144,1,,12,2,2,noshade,Plantago insularis,,2,62,6,,
145,1,,1,1,5,noshade,Plantago insularis,,3,49,6,,
145,1,,1,2,5,noshade,Plantago insularis,,3,59,6,,
145,1,,1,3,5,noshade,Plantago insularis,,3,15,5,,
146,1,,2,1,5,noshade,Plantago insularis,,5,68,7,,
146,1,,2,2,5,noshade,Plantago insularis,,5,88,6,,
146,1,,2,3,5,noshade,Plantago insularis,,5,80,6,,
147,1,,3,1,5,noshade,Plantago insularis,,4,89,7,,
147,1,,3,2,5,noshade,Plantago insularis,,4,72,6,,
147,1,,3,3,5,noshade,Plantago insularis,,4,49,6,,
148,1,,4,1,5,noshade,Plantago insularis,,4,40,5,,
148,1,,4,2,5,noshade,Plantago insularis,,4,51,3,,
148,1,,4,3,5,noshade,Plantago insularis,,4,36,9,,
149,1,,5,1,5,noshade,Plantago insularis,,3,65,7,,
149,1,,5,2,5,noshade,Plantago insularis,,3,56,7,,
149,1,,5,3,5,noshade,Plantago insularis,,3,50,6,,
150,1,,6,1,5,noshade,Plantago insularis,,4,69,6,,
150,1,,6,2,5,noshade,Plantago insularis,,4,48,6,,
150,1,,6,3,5,noshade,Plantago insularis,,4,80,6,,
151,1,,7,1,5,noshade,Plantago insularis,,5,59,6,,
151,1,,7,2,5,noshade,Plantago insularis,,5,86,6,,
151,1,,7,3,5,noshade,Plantago insularis,,5,61,6,,
152,1,,8,1,5,noshade,Plantago insularis,,5,71,6,,
152,1,,8,2,5,noshade,Plantago insularis,,5,44,6,,
152,1,,8,3,5,noshade,Plantago insularis,,5,70,6,,
153,1,,9,1,5,noshade,Plantago insularis,,2,50,5,,
153,1,,9,2,5,noshade,Plantago insularis,,2,50,6,,
153,1,,9,3,5,noshade,Plantago insularis,,,,,,
154,1,,10,1,5,noshade,Plantago insularis,,5,71,6,,
154,1,,10,2,5,noshade,Plantago insularis,,5,93,6,,
154,1,,10,3,5,noshade,Plantago insularis,,5,64,6,,
155,1,,11,1,5,noshade,Plantago insularis,,3,56,6,,
155,1,,11,2,5,noshade,Plantago insularis,,3,65,6,,
155,1,,11,3,5,noshade,Plantago insularis,,3,66,6,,
156,1,,12,1,5,noshade,Plantago insularis,,4,39,6,,
156,1,,12,2,5,noshade,Plantago insularis,,4,31,4,,
156,1,,12,3,5,noshade,Plantago insularis,,4,55,5,,
157,1,,1,1,10,noshade,Plantago insularis,,9,60,6,,
157,1,,1,2,10,noshade,Plantago insularis,,9,64,6,,
157,1,,1,3,10,noshade,Plantago insularis,,9,71,6,,
158,1,,2,1,10,noshade,Plantago insularis,,7,39,6,,
158,1,,2,2,10,noshade,Plantago insularis,,7,50,6,,
158,1,,2,3,10,noshade,Plantago insularis,,7,51,6,,
159,1,,3,1,10,noshade,Plantago insularis,,7,45,6,,
159,1,,3,2,10,noshade,Plantago insularis,,7,56,6,,
159,1,,3,3,10,noshade,Plantago insularis,,7,56,5,,
160,1,,4,1,10,noshade,Plantago insularis,,7,47,5,,
160,1,,4,2,10,noshade,Plantago insularis,,7,42,5,,
160,1,,4,3,10,noshade,Plantago insularis,,7,69,6,,
161,1,,5,1,10,noshade,Plantago insularis,,8,51,5,,
161,1,,5,2,10,noshade,Plantago insularis,,8,62,6,,
161,1,,5,3,10,noshade,Plantago insularis,,8,60,6,,
162,1,,6,1,10,noshade,Plantago insularis,,3,41,5,,
162,1,,6,2,10,noshade,Plantago insularis,,3,39,4,,
162,1,,6,3,10,noshade,Plantago insularis,,3,76,6,,
163,1,,7,1,10,noshade,Plantago insularis,,7,61,6,,
163,1,,7,2,10,noshade,Plantago insularis,,7,47,4,,
163,1,,7,3,10,noshade,Plantago insularis,,7,54,6,,
164,1,,8,1,10,noshade,Plantago insularis,,9,62,6,,
164,1,,8,2,10,noshade,Plantago insularis,,9,38,5,,
164,1,,8,3,10,noshade,Plantago insularis,,9,63,6,,
165,1,,9,1,10,noshade,Plantago insularis,,8,50,6,,
165,1,,9,2,10,noshade,Plantago insularis,,8,65,6,,
165,1,,9,3,10,noshade,Plantago insularis,,8,64,5,,
166,1,,10,1,10,noshade,Plantago insularis,,9,45,6,,
166,1,,10,2,10,noshade,Plantago insularis,,9,55,6,,
166,1,,10,3,10,noshade,Plantago insularis,,9,72,6,,
167,1,,11,1,10,noshade,Plantago insularis,,1,33,4,,
167,1,,11,2,10,noshade,Plantago insularis,,,,,,
167,1,,11,3,10,noshade,Plantago insularis,,,,,,
168,1,,12,1,10,noshade,Plantago insularis,,10,55,6,,
168,1,,12,2,10,noshade,Plantago insularis,,10,51,6,,
168,1,,12,3,10,noshade,Plantago insularis,,10,61,6,,
169,1,,1,1,20,noshade,Plantago insularis,,17,57,6,,
169,1,,1,2,20,noshade,Plantago insularis,,17,63,5,,
169,1,,1,3,20,noshade,Plantago insularis,,17,64,5,,
170,1,,2,1,20,noshade,Plantago insularis,,16,47,5,,
170,1,,2,2,20,noshade,Plantago insularis,,16,56,5,,
170,1,,2,3,20,noshade,Plantago insularis,,16,52,4,,
171,1,,3,1,20,noshade,Plantago insularis,,11,46,5,,
171,1,,3,2,20,noshade,Plantago insularis,,11,64,6,,
171,1,,3,3,20,noshade,Plantago insularis,,11,54,6,,
172,1,,4,1,20,noshade,Plantago insularis,,9,51,5,,
172,1,,4,2,20,noshade,Plantago insularis,,9,52,6,,
172,1,,4,3,20,noshade,Plantago insularis,,9,51,5,,
173,1,,5,1,20,noshade,Plantago insularis,,18,56,5,,
173,1,,5,2,20,noshade,Plantago insularis,,18,85,6,,
173,1,,5,3,20,noshade,Plantago insularis,,18,86,6,,
174,1,,6,1,20,noshade,Plantago insularis,,15,65,6,,
174,1,,6,2,20,noshade,Plantago insularis,,15,56,6,,
174,1,,6,3,20,noshade,Plantago insularis,,15,70,7,,
175,1,,7,1,20,noshade,Plantago insularis,,9,40,6,,
175,1,,7,2,20,noshade,Plantago insularis,,9,29,6,,
175,1,,7,3,20,noshade,Plantago insularis,,9,9,6,,
176,1,,8,1,20,noshade,Plantago insularis,,16,48,6,,
176,1,,8,2,20,noshade,Plantago insularis,,16,46,4,,
176,1,,8,3,20,noshade,Plantago insularis,,16,77,6,,
177,1,,9,1,20,noshade,Plantago insularis,,20,70,7,,
177,1,,9,2,20,noshade,Plantago insularis,,20,74,6,,
177,1,,9,3,20,noshade,Plantago insularis,,20,75,7,,
178,1,,10,1,20,noshade,Plantago insularis,,15,41,6,,
178,1,,10,2,20,noshade,Plantago insularis,,15,83,7,,
178,1,,10,3,20,noshade,Plantago insularis,,15,79,7,,
179,1,,11,1,20,noshade,Plantago insularis,,13,55,6,,
179,1,,11,2,20,noshade,Plantago insularis,,13,50,6,,
179,1,,11,3,20,noshade,Plantago insularis,,13,47,6,,
180,1,,12,1,20,noshade,Plantago insularis,,15,53,5,,
180,1,,12,2,20,noshade,Plantago insularis,,15,71,6,,
180,1,,12,3,20,noshade,Plantago insularis,,15,70,5,,
181,1,,1,1,1,shade,Salvia colombriae,,0,,,,
182,1,,2,1,1,shade,Salvia colombriae,,1,19,2,,
183,1,,3,1,1,shade,Salvia colombriae,,,,,,
184,1,,4,1,1,shade,Salvia colombriae,,0,,,,
185,1,,5,1,1,shade,Salvia colombriae,,0,,,,
186,1,,6,1,1,shade,Salvia colombriae,,0,,,,
187,1,,7,1,1,shade,Salvia colombriae,,1,29,0,,
188,1,,8,1,1,shade,Salvia colombriae,,0,,,,
189,1,,9,1,1,shade,Salvia colombriae,,0,,,,
190,1,,10,1,1,shade,Salvia colombriae,,1,10,2,,
191,1,,11,1,1,shade,Salvia colombriae,,0,,,,
192,1,,12,1,1,shade,Salvia colombriae,,,,,,
193,1,,1,1,2,shade,Salvia colombriae,,1,6,2,,
193,1,,1,2,2,shade,Salvia colombriae,,,,,,
194,1,,2,1,2,shade,Salvia colombriae,,0,,,,
194,1,,2,2,2,shade,Salvia colombriae,,,,,,
195,1,,3,1,2,shade,Salvia colombriae,,0,,,,
195,1,,3,2,2,shade,Salvia colombriae,,,,,,
196,1,,4,1,2,shade,Salvia colombriae,,0,,,,
196,1,,4,2,2,shade,Salvia colombriae,,,,,,
197,1,,5,1,2,shade,Salvia colombriae,,1,24,4,,
197,1,,5,2,2,shade,Salvia colombriae,,,,,,
198,1,,6,1,2,shade,Salvia colombriae,,0,,,,
198,1,,6,2,2,shade,Salvia colombriae,,,,,,
199,1,,7,1,2,shade,Salvia colombriae,,0,,,,
199,1,,7,2,2,shade,Salvia colombriae,,,,,,
200,1,,8,1,2,shade,Salvia colombriae,,1,40,2,,
200,1,,8,2,2,shade,Salvia colombriae,,,,,,
201,1,,9,1,2,shade,Salvia colombriae,,2,25,2,,
201,1,,9,2,2,shade,Salvia colombriae,,2,10,0,,
202,1,,10,1,2,shade,Salvia colombriae,,0,,,,
202,1,,10,2,2,shade,Salvia colombriae,,,,,,
203,1,,11,1,2,shade,Salvia colombriae,,0,,,,
203,1,,11,2,2,shade,Salvia colombriae,,,,,,
204,1,,12,1,2,shade,Salvia colombriae,,1,32,2,,
204,1,,12,2,2,shade,Salvia colombriae,,,,,,
205,1,,1,1,5,shade,Salvia colombriae,,3,11,0,,
205,1,,1,2,5,shade,Salvia colombriae,,3,21,2,,
205,1,,1,3,5,shade,Salvia colombriae,,3,,,,
206,1,,2,1,5,shade,Salvia colombriae,,,,,,
206,1,,2,2,5,shade,Salvia colombriae,,,,,,
206,1,,2,3,5,shade,Salvia colombriae,,,,,,
207,1,,3,1,5,shade,Salvia colombriae,,2,,,,
207,1,,3,2,5,shade,Salvia colombriae,,2,50,2,,
207,1,,3,3,5,shade,Salvia colombriae,,,,,,
208,1,,4,1,5,shade,Salvia colombriae,,2,16,2,,
208,1,,4,2,5,shade,Salvia colombriae,,2,18,4,,
208,1,,4,3,5,shade,Salvia colombriae,,,,,,
209,1,,5,1,5,shade,Salvia colombriae,,2,29,4,,
209,1,,5,2,5,shade,Salvia colombriae,,2,30,2,,
209,1,,5,3,5,shade,Salvia colombriae,,,,,,
210,1,,6,1,5,shade,Salvia colombriae,,0,,,,
210,1,,6,2,5,shade,Salvia colombriae,,,,,,
210,1,,6,3,5,shade,Salvia colombriae,,,,,,
211,1,,7,1,5,shade,Salvia colombriae,,4,34,2,,
211,1,,7,2,5,shade,Salvia colombriae,,4,14,2,,
211,1,,7,3,5,shade,Salvia colombriae,,4,10,2,,
212,1,,8,1,5,shade,Salvia colombriae,,1,na,na,,
212,1,,8,2,5,shade,Salvia colombriae,,,,,,
212,1,,8,3,5,shade,Salvia colombriae,,,,,,
213,1,,9,1,5,shade,Salvia colombriae,,3,32,2,,
213,1,,9,2,5,shade,Salvia colombriae,,3,39,2,,
213,1,,9,3,5,shade,Salvia colombriae,,3,45,2,,
214,1,,10,1,5,shade,Salvia colombriae,,2,38,0,,
214,1,,10,2,5,shade,Salvia colombriae,,,,,,
214,1,,10,3,5,shade,Salvia colombriae,,,,,,
215,1,,11,1,5,shade,Salvia colombriae,,1,29,2,,
215,1,,11,2,5,shade,Salvia colombriae,,,,,,
215,1,,11,3,5,shade,Salvia colombriae,,2,18,4,,
216,1,,12,1,5,shade,Salvia colombriae,,2,15,2,,
216,1,,12,2,5,shade,Salvia colombriae,,,,,,
216,1,,12,3,5,shade,Salvia colombriae,,,,,,
217,1,,1,1,10,shade,Salvia colombriae,,2,31,2,,
217,1,,1,2,10,shade,Salvia colombriae,,2,24,2,,
217,1,,1,3,10,shade,Salvia colombriae,,,,,,
218,1,,2,1,10,shade,Salvia colombriae,,5,5,0,,
218,1,,2,2,10,shade,Salvia colombriae,,5,26,2,,
218,1,,2,3,10,shade,Salvia colombriae,,5,14,2,,
219,1,,3,1,10,shade,Salvia colombriae,,2,40,0,,
219,1,,3,2,10,shade,Salvia colombriae,,2,10,2,,
219,1,,3,3,10,shade,Salvia colombriae,,,,,,
220,1,,4,1,10,shade,Salvia colombriae,,3,12,0,,
220,1,,4,2,10,shade,Salvia colombriae,,3,26,0,,
220,1,,4,3,10,shade,Salvia colombriae,,3,30,2,,
221,1,,5,1,10,shade,Salvia colombriae,,1,30,0,,
221,1,,5,2,10,shade,Salvia colombriae,,,,,,
221,1,,5,3,10,shade,Salvia colombriae,,,,,,
222,1,,6,1,10,shade,Salvia colombriae,,5,29,4,,
222,1,,6,2,10,shade,Salvia colombriae,,5,31,2,,
222,1,,6,3,10,shade,Salvia colombriae,,5,22,2,,
223,1,,7,1,10,shade,Salvia colombriae,,3,24,2,,
223,1,,7,2,10,shade,Salvia colombriae,,3,22,2,,
223,1,,7,3,10,shade,Salvia colombriae,,3,29,2,,
224,1,,8,1,10,shade,Salvia colombriae,,2,46,2,,
224,1,,8,2,10,shade,Salvia colombriae,,2,8,2,,
224,1,,8,3,10,shade,Salvia colombriae,,,,,,
225,1,,9,1,10,shade,Salvia colombriae,,0,,,,
225,1,,9,2,10,shade,Salvia colombriae,,,,,,
225,1,,9,3,10,shade,Salvia colombriae,,,,,,
226,1,,10,1,10,shade,Salvia colombriae,,5,35,2,,
226,1,,10,2,10,shade,Salvia colombriae,,5,26,2,,
226,1,,10,3,10,shade,Salvia colombriae,,5,35,0,,
227,1,,11,1,10,shade,Salvia colombriae,,6,35,2,,
227,1,,11,2,10,shade,Salvia colombriae,,6,26,0,,
227,1,,11,3,10,shade,Salvia colombriae,,6,21,2,,
228,1,,12,1,10,shade,Salvia colombriae,,2,30,1,,
228,1,,12,2,10,shade,Salvia colombriae,,2,38,0,,
228,1,,12,3,10,shade,Salvia colombriae,,,,,,
229,1,,1,1,20,shade,Salvia colombriae,,,,,,
229,1,,1,2,20,shade,Salvia colombriae,,,,,,
229,1,,1,3,20,shade,Salvia colombriae,,,,,,
230,1,,2,1,20,shade,Salvia colombriae,,8,37,2,,
230,1,,2,2,20,shade,Salvia colombriae,,8,27,2,,
230,1,,2,3,20,shade,Salvia colombriae,,8,33,2,,
231,1,,3,1,20,shade,Salvia colombriae,,8,18,2,,
231,1,,3,2,20,shade,Salvia colombriae,,8,14,2,,
231,1,,3,3,20,shade,Salvia colombriae,,8,30,0,,
232,1,,4,1,20,shade,Salvia colombriae,,9,35,2,,
232,1,,4,2,20,shade,Salvia colombriae,,9,20,0,,
232,1,,4,3,20,shade,Salvia colombriae,,9,19,2,,
